"review_title","review_text","review_star","veri","revdate","nhelpful1","page_num"
"







  
  
    OMG where have you been all my life??
  
","









  
  
    
  Best purchase in a long time.  In the last month we finished our remodel which now has most of our home covered in hard surface floors now, not to mention a new puppy which now means with the spring weather double the muddy floors.  I ordered the item below a week ago but was debating on sending it back because it was cordless which is great but it only holds a 25 minute charge and last time I did the floors on the main level it took me a couple hours with all the sweeping and mopping.  Well guess what with this machine I got all the floors done in less than 25 minutes and it was so darn easy.  It vacuums and mops at the same time so you only go over the floor once,  it uses minimal cleaner, floors are dry almost immediately, it is self propelled all you have to do is steer the thing and pull it back, and to top it all off the crazy product even cleans itself.  No cleaning pads needed, no cleaner to spray, no mop and bucket.  Worth every penny and such a time saver.

  
","5.0 out of 5 stars","1","April 17, 2021",NA,"64"
"







  
  
    Cordless and powerful cleaning is a breeze
  
","









  
  
    
  Love it. Even though the tank is small it releases the the cleaning fluid automatically so you don’t need as much and your floors are cleaned but not sticky. Love that it is cordless makes cleaning a breeze. I had a bissell before that broke so I thought I would try this . I am very happy so far and love the technology that it comes with. You don’t need to order an additional bottle of cleaner right away. It comes with a small bottle but only a careful is needed for each tank full. I did buy the maintenance agreement as the floor cleaner is pricey but so far I am very happy.

  
","5.0 out of 5 stars","1","August 10, 2020",NA,"64"
"







  
  
    Don’t throw out the box - you will need it.
  
","









  
  
    
  This is a wonderful machine until it stops working.  I have now ordered two of these.  Both had to be returned after being used less than 3 days.  The suction stops working and at that point it is useless.  Error message says motor failure which means it has to go in for service.  Thus, keep the box!If a machine cannot last more than a couple of weeks of light use, I will not be sending it in for repair.  Rather back it goes for a refund.As I said it works great while it works.

  
","1.0 out of 5 stars","1","February 20, 2021",NA,"64"
"







  
  
    Worth. Every. Penny.
  
","









  
  
    
  I had thought about this one forever. Ended up getting it on prime day and it was worth it. I have all hard surfaces in my house and it cleans 100x better than mopping or swiffering

  
","5.0 out of 5 stars","1","September 4, 2021",NA,"240"
"







  
  
    Works great easy to use
  
","









  
  
    
  Only issue is the small water receptacle, but other than that love using it and it works like a charm.  Just wish it had a greater water capacity so I could use it longer before cleaning and emptying.  But I would buy this again no doubt.

  
","5.0 out of 5 stars","1","November 15, 2020",NA,"240"
"







  
  
    When the virus infections will end
  
","









  
  
    
  excellent, but battery won't last to clean my home

  
","5.0 out of 5 stars","1","August 7, 2020",NA,"240"
"







  
  
    You won’t regret it!
  
","









  
  
    
  I can’t get on my hands and knees anymore to give the floor a good scrub but this product does it for me. Love it, especially the self clean feature

  
","5.0 out of 5 stars","1","September 19, 2020",NA,"240"
"







  
  
    it works great
  
","









  
  
    
  This is the best floor cleaner I have bought.  It works very well. Cleans floor, easy to use and handle.

  
","5.0 out of 5 stars","1","April 1, 2021",NA,"240"
"







  
  
    Did everything it said it would and more!
  
","









  
  
    
  This is the best thing I have ever bought! The filth that came from the floors was unreal! It’s amazing. Well worth the money spent! It sweeps everything up that the broom left behind with very powerful suction. Love it!

  
","5.0 out of 5 stars","1","March 27, 2021",NA,"240"
"







  
    I love it
  
  
","









  
    
  Limpia muy bienSustituye por completo un trapeadorLo malo es que si quieres limpiar in área muuuuy grande la pila no le va a durarPero vale totalmente la pena

  
  
","5.0 out of 5 stars","1","January 18, 2022","1","240"
"







  
  
    Game changer
  
","









  
  
    
  I've got 2 dogs who love to track in dirt and mud. Regular mops just push the dirt around the house. No matter how many times I mopped, still dirty. This Tineco has changed my life!!! Alas, clean floors!!!!!

  
","5.0 out of 5 stars","1","November 18, 2020",NA,"240"
"







  
  
    This machine works great. Didn’t know my floors were as bad until I used it.
  
","









  
  
    
  Love this machine makes life easier cleaning

  
","5.0 out of 5 stars","1","February 16, 2021",NA,"240"
"







  
  
    I love!!!
  
","









  
  
    
  TikTok made me do it!!!  Absolutely perfect. Easy to use. Easy clean. Keeps our floors sparkling clean!!!

  
","5.0 out of 5 stars","1","March 4, 2022",NA,"240"
"







  
  
    Unimpressed
  
","









  
  
    
  I just don't even know where to start, but I'm disappointed. I haven't used the machine much since I purchased it. I am not impressed and don't understand all the hype. I will say I'm thankful I purchased it during Prime Days bc I saved a lot of money.

  
","3.0 out of 5 stars","1","October 14, 2021",NA,"102"
"







  
  
    TOTALLY WORTH IT!!!
  
","









  
  
    
  So I’ve been eyeing this baby out for MONTHS.  Never in stock my sisters tried to buy me the Bissell for my birthday but I said no I didn’t want this one..  well last week my friend had it on her Snapchat and totally convinced me to get it, 2 days later it was back on Amazon..  SOLD bought it right away...  Friday it comes, get home from dinner and finally open it, try it on the floors 😍 well today I deep cleaned my house couldn’t wait to try it, (didn’t mop them all week knowing it was coming)..  LET ME TELL YOU.  TOTALLY WORTH THE MONEY.  SPOTLESS!!! ( And I did the wipe test after) 10000000000% HIGHLY RECOMMEND

  
","5.0 out of 5 stars","1","January 18, 2021",NA,"102"
"







  
  
    Perfect for Frequent Cleaning
  
","









  
  
    
  This is a godsend! I'm a loyal Tineco vaccum and Brevill Steam mop user.  This, however, is making those obsolete.  Does it do as good of a job as the steam mop?  No, but it's pretty close.  And, it's all one step.  And, it's cordless.  And it's less clean up.  So, it takes me 15 min max to do my whole house.  Even doing it once a week, that keeps my floors perfectly clean.  It's fun though, so I'll probably do it twice a week, so they stay clean.  I also love that I can use it on Pergo - before I would just vacuum and spot clean.  If you like a clean house and you don't mind cleaning regularly, this is a must have!

  
","5.0 out of 5 stars","1","March 12, 2021",NA,"102"
"







  
  
    Game changer for cleaning floors!!!
  
","









  
  
    
  I absolutely love the Tineco Floor One S3!!! All the floors in our house are luxury vinyl plank & this does an amazing job cleaning them! I can vacuum & mop my whole house in a fraction of the time it used to take. It gets floors so much cleaner than anything I’ve tried before. I love the red/blue dirt indicator ring & I also love that it talks to you. This has definitely been a game changer for me cleaning my floors!!

  
","5.0 out of 5 stars","1","January 11, 2022",NA,"102"
"







  
  
    Do yourself a favor and just go ahead & buy
  
","









  
  
    
  Who likes to mop with a regular mop & bucket anyway!? This is a great alternative! I let my sister borrow it, and she wants one now. Your floors may LOOK clean, but trust me -- once you use this the first time, you'll be shocked how much it picks up. We have three dogs, so this product is a life saver. Although it also vacuums, I generally run our robo-vac before using Tineco just to make it a little easier.

  
","5.0 out of 5 stars","1","September 28, 2021",NA,"102"
"







  
  
    Best Thing Since Sliced Bread
  
","









  
  
    
  I bought this cleaner because we have three toy dogs and was looking for a way to keep puppy paws off of a dark floor.  I don't use it to suck up large messes like some but it it absolutely perfect for puppy paw prints.  My floors are gorgeous and I love that it self cleans and is self propelled.  Now I can do a quick clean up on my entire house in 1/2 the time of sweeping and then mopping.

  
","5.0 out of 5 stars","1","January 6, 2022",NA,"102"
"







  
  
    BEST THING I OWN
  
","









  
  
    
  BEST INVENTION EVER!!!!! Words can't tell you how much I love this little machine.  I have 7 cats n 2 dogs and ALL wood floors.  I use this every other day and it keeps up with my zoo and keeps it SUPER clean.  I will NEVER EVER be without one of these as long as I live

  
","5.0 out of 5 stars","1","July 13, 2021",NA,"102"
"







  
  
    Powerful
  
","









  
  
    
  I have tile floor and this has been such a great machine! I have two dogs plus the two of us. It's incredible how dirty the water is when I'm done, and I clean every other day. So gross!! Vacuuming and mopping in one has also saved me time. I've been using this about a month now, so I can't speak to it's longevity. I'm hoping it'll last for several years.

  
","5.0 out of 5 stars","1","May 4, 2021",NA,"102"
"







  
  
    Greatest thing since sliced bread
  
","









  
  
    
  Literally a game changer for my cleaning routine. Cuts cleaning time from an hour to maybe 10 minutes!Only complaint is that this model doesn’t clean edges. If I had the extra money I would have purchased the newer model.

  
","4.0 out of 5 stars","1","March 6, 2022",NA,"102"
"







  
  
    THIS THING IS AMAZING!
  
","









  
  
    
  This thing is amazing! It self cleans. So you don’t have to press the trigger button the whole time & the suction is awesome!I have 3 babies under 3, a pug, cat and husband. So I use this A LOTA with my messy crew. The filth that is picks up is mind boggling!I used to be a CROSSWAVE fanatic but now, I will recommend this to everyone I know. Worth every penny in my opinion!

  
","5.0 out of 5 stars","1","September 27, 2020","1","102"
"







  
  
    My new best friend
  
","









  
  
    
  As a senior citizen with bad knees, I have found this to be a godsend. It's easy to use and dries quickly. No cords to trip over is also a plus. I mostly use plain water for everyday use. It makes my hardwood gleam. The removable bins are sometimes a little tricky to reinsert, but overall not a big problem. I would recommend this product.

  
","4.0 out of 5 stars","1","December 16, 2021","1","112"
"







  
  
    Fantastic but flawed
  
","









  
  
    
  The vacuum does it’s job extremely well and we’re very happy with it…but it seems to leak clean water from the reservoir, ever so slightly. The slow leak allows water to get into the filter compartment, which is a big no-no.We returned the leaky product and got a replacement, but that one leaks too! Now we’re going to return the 2nd one and are considering trying the newer model, or just a new company. Ugh. I wish it didn’t leak because it’d be an amazing product…

  
","3.0 out of 5 stars","1","August 5, 2021",NA,"112"
"







  
  
    Great
  
","









  
  
    
  My entire home is tile and it works like a charm. I was so tired of sweeping all the time and then having to mop. This makes it so easy and put 2 steps into one. Some stuff that really stuck on does require maybe a little hand scrubbing, but overall I am over pleased with my product. Kids messes are such an easy clean up now. The floors also dry super quick as compared to regular mopping. The battery supposedly only lasts if I'm not mistaken like 25 or 30 minutes and I can do my entire home(1800 Sq ft)  with its battery life.

  
","5.0 out of 5 stars","1","August 15, 2021",NA,"112"
"







  
  
    How did I live without it?
  
","









  
  
    
  It’s stunning the dirt this thing picks up even on a tile floor I thought was already clean! I can wear white sox again. Go barefoot. No filthy soles. I love this machine. Now I just hope it lasts.

  
","5.0 out of 5 stars","1","December 27, 2021",NA,"112"
"







  
  
    Life and time saver.
  
","









  
  
    
  As a mom if 2 boys, one that just turned a year and another that is 5. This is a life and time saver. I can clean my floors faster and easier than with a regular broom and mop. I haven't mopped in a month and when I got this, it made my floors look beautiful. I have noticed tougher spots you have to go over a few times. However I would definitely recommend. The only negative is I feel it is spendy.

  
","5.0 out of 5 stars","1","December 1, 2020","1","112"
"







  
  
    So much better . . .
  
","









  
  
    
  Sweet little floor cleaner!  Lightweight, easy to maneuver, and does the job!  Far superior to the wet-mop brands you buy at the supermarket.  The rotating brush really cleans.  It's simple to operate and simple to clean the machine after use, and it leaves no soapy residue on the floor.  A great product.

  
","5.0 out of 5 stars","1","March 23, 2021",NA,"112"
"







  
  
    Update: Keeps turning off
  
","









  
  
    
  I love this vacuum picks up really nicely and the mop does a good job however it keeps tiring off and yes it’s charged . I also have to keep cleaning it out which just a bit of vacuuming and hardly any trash in the bin . I’m going to give it another try if not I will say have you return it .

  
","3.0 out of 5 stars","1","March 3, 2022",NA,"112"
"







  
  
    Only cleaned well first couple of uses
  
","









  
  
    
  It leaks and streaks ! I saved up for it and not worth it it worked well for the first few cleanings then it leaked and streaks and it doesn’t clean evenly I’ve cleaned it completely and still doesn’t clean well I’ve changed the filter everything ugh just don’t buy it and you can’t return it you only have like a month to return

  
","1.0 out of 5 stars","1","September 27, 2021",NA,"112"
"







  
  
    Get the Shark!
  
","









  
  
    
  It doesn't clean all that well for the price. It is CONSTANTLY clogging. I vaccum up a small piece of cereal and have to take the whole thing apart to get it out! So I have to sweep and vacuum before using this. It is not all that it is hyped up to be. I should have went with the Shark, for the price I paid and how unsatisfactory it works.

  
","3.0 out of 5 stars","1","June 10, 2021",NA,"112"
"







  
  
    Not worth the money
  
","









  
  
    
  I like the product but it’s certain not worth over $300. Have to self clean in the middle of vacuuming/mopping. Doesn’t suction very well, especially hair, just rolls it up and gets it wet and then spits it out. Couldn’t get it to connect to the app either. If mud or dirt is dried on the floor then it takes a while to get it up

  
","3.0 out of 5 stars","1","April 9, 2021",NA,"112"
"







  
  
    Timesaver!
  
","









  
  
    
  I love this for a quick spill clean-up or for when I start to notice dog fur dust bunnies. It can leave some streaking until the brush is completely saturated. This dries very quickly and seems to be doing a great job. I don't like the smell of the cleaner that Tineco sends with this but it fades quickly. I think this was worth every penny simply for the time it has saved me alone. I would very much recommend if you are clumsy or have pets (I don't have kids so I can't speak to the disasters that they create).

  
","4.0 out of 5 stars","1","March 2, 2021",NA,"75"
"







  
  
    Why are you still spreading dirt on you floor?
  
","









  
  
    
  You don't know how dirty your floor is until you use this thing. Easy to charge simple to clean and the solution is unnecessary for daily cleaning. I just use water for daily touch ups and as someone who walks about barefoot I can really tell the difference.  Works great on small particles, the only down side is the limited tank capacity,  but I'm happy with the trade off for how light it is.

  
","5.0 out of 5 stars","1","May 21, 2021","1","75"
"







  
  
    I wish I would have gotten this sooner
  
","









  
  
    
  I looked at this for months waiting for a good sale after a friend recommended it.  I got it for prime day on sale and I am so excited at how well it works.  It sucks up the dog hair from our 3 dogs and has great suction.  It leaves the floor just barely damp so I can clean the floors even with the kids and dogs in the house and don’t get the wet foot prints.  It is so easy to use and she tells you exactly what she needs.  I’m so thrilled I got it.

  
","5.0 out of 5 stars","1","August 24, 2021",NA,"75"
"







  
  
    Great product...game changer
  
","









  
  
    
  My wife sent me a text “this thing is a complete F@/;)& game changer!!!” She loves it, we have three 100 lb+ dogs that track mud into the house...drives her nuts. She was able to clean three rooms in less than 5 minutes.Great suction, cleans better than any mop ever. Battery charges quickly, one swipe cleaning. We just got it, so durability cannot be reviewed but as for function it is a 10/10.

  
","5.0 out of 5 stars","1","May 16, 2021",NA,"75"
"







  
  
    not helpful with cat litter
  
","









  
  
    
  easy to assemble and lightweight. but it can't pick up anything bigger than a dime, even if it's paper( it just clogs it and you have to fish it out later) hair and cat litter clog it very easily and i find myself having to empty it twice when i use it. if you have uneven grout in your house you'll have to pass over it many times. my senior cat tends to miss the litter box and i bought this to help with clean up but it has a hard time getting in the grout. if you have wooden floors and dogs this is fine but if you're looking to clean up litter with it i do not recommend.

  
","3.0 out of 5 stars","1","March 25, 2021","1","75"
"







  
  
    Amazing Vacuum Mop
  
","









  
  
    
  The Tineco Vacuum mop is amazing machine. It's easy to use and cuts down on cleaning time. It took a two step process down to one. Tineco is light weight and easy to lift and move to different levels of your house. Its easy to clean. The only down fall is the cleaning tank is small and requires a few fill up depending on the area you are cleaning.  I use this on ceramic tile and it works perfect. I'm throwing away my mop. This is the best investment I've made.

  
","5.0 out of 5 stars","1","November 2, 2020",NA,"75"
"







  
  
    Way better than Crosswave
  
","









  
  
    
  I’ve owned this and the Bissel Crosswave and this blows that out of the water. The amount of dirty water collected is almost the exact amount of clean water it uses. It sucks up dirty water like a champ. It tells you when the clean water bin is empty and the dirty water bin is full. It auto cleans and is easy to empty and clean out dirty water tank. I love this thing!

  
","5.0 out of 5 stars","1","August 28, 2021",NA,"75"
"







  
  
    Amazing machine IF the sensors worked :(
  
","









  
  
    
  I loved, loved, loved it but it wouldn't tell me when the clean water tank was empty and it would say the dirty water tank needed emptying when it wasn't full.  Even when I emptied it, it would still show the blinking light as if it needed to be emptied.  And Amazon doesn't have anymore at this price right now.

  
","2.0 out of 5 stars","1","December 29, 2020","1","75"
"







  
  
    Self Cleaning!
  
","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    

   I absolutely love this product!! With a large dog and two cats, my floors get pretty dirty, but nothing this vacuum can't clean. It is more quiet than I expected, lightweight, easy to maneuver, and the best part is that the vacuum cleans itself! Wish I would have bought it sooner,10/10 would recommend.

  
","5.0 out of 5 stars","1","July 15, 2021","1","75"
"







  
  
    So far, so good.
  
","









  
  
    
  Super easy to maneuver, I can do it one handed while eating pizza. Great suction. Dog knocked over the baby plate which had eggs, cottage cheese, hash browns, fruit and bacon and I was able to clean up the mess in less than 5min. Muddy footprints up in seconds. The “chunkier” messes have to be ran over a few times as it shoots the large chunks back out. Overall, I love it, but I’ve read mixed reviews about how long it will perform well. I’ve only had it a few weeks, I will come back and review again once more time passed. Sincerely, mother of 3 with one messy dog.

  
","5.0 out of 5 stars","1","April 21, 2021",NA,"75"
"







  
  
    Best purchase ever!
  
","









  
  
    
  I love his unit! My floors have never been cleaner and it doesn’t leave streaks!

  
","5.0 out of 5 stars","1","March 13, 2021",NA,"297"
"







  
  
    Phenomenal wet dry Vac, Dyson look out!
  
","









  
  
    
  Phenomenal product, my wife actually looks forward to using it, great company!

  
","5.0 out of 5 stars","1","January 19, 2021",NA,"297"
"







  
  
    Best thing I've spend money on!!
  
","









  
  
    
  Love it!!

  
","5.0 out of 5 stars","1","July 20, 2021",NA,"297"
"







  
  
    Easy to use
  
","









  
  
    
  Works great

  
","5.0 out of 5 stars","1","July 9, 2021",NA,"297"
"







  
  
    Love my Tineco
  
","









  
  
    
  Super easy to use and clean. Love the self cleaning cycle.

  
","5.0 out of 5 stars","1","June 14, 2021",NA,"297"
"







  
  
    Best ever
  
","









  
  
    
  Love it!!!!

  
","5.0 out of 5 stars","1","March 13, 2021",NA,"297"
"







  
  
    Love this product
  
","









  
  
    
  Do yourself a favor and get this!  My floors have never been so clean !

  
","5.0 out of 5 stars","1","February 5, 2021",NA,"297"
"







  
  
    Great buy , parting myself on the back
  
","









  
  
    
  My wife has found her new husband for house cleaning 😬

  
","5.0 out of 5 stars","1","June 16, 2021",NA,"297"
"







  
  
    Life changing- MUST HAVE!
  
","









  
  
    
  Easy to use and easy to clean! I wish I would of bought it sooner!

  
","5.0 out of 5 stars","1","April 28, 2021",NA,"297"
"







  
  
    Best. Purchase.
  
","









  
  
    
  Best purchase I’ve made in awhile. It’s so worth the money.

  
","5.0 out of 5 stars","1","September 22, 2020",NA,"297"
"







  
  
    Never knew my floors were so dirty
  
","









  
  
    
  So far this has been wonderful! It's super easy to use, love that it has a self clean feature and picks up more dirt and hair than i ever would have thought was on my floors. Definitely recommend!

  
","5.0 out of 5 stars","1","April 20, 2021",NA,"138"
"







  
  
    Tineco!
  
","









  
  
    
  Well what can I say? I refused to buy my wife a vacuum for her birthday, but alas she talked me into it. Not even 1 hour into getting it she was smashing eggs on her moms kitchen floor and the kids were happily throwing condiments to the wind. Have no doubt though. She tinecoed that right up. But wasn’t done there, those fresh cage free farm eggs. Must’ve had a whoopsie cause one of those hit the ground and exploded too. Not to worry Tineco for the win!!! One plus side is, I’m not allowed to use it.

  
","5.0 out of 5 stars","1","July 8, 2021",NA,"138"
"







  
  
    Epic cleaning
  
","









  
  
    
  I have dark stained concrete. I love the smart clean feature. The Tineco sees what I do not.

  
","5.0 out of 5 stars","1","May 21, 2021","1","138"
"







  
  
    Excellent wet vacuum
  
","









  
  
    
  A little tricky to get water container out. Follow instructions and it’s easy. Good suction and cleaning both hardwood and tile

  
","4.0 out of 5 stars","1","December 24, 2021",NA,"138"
"







  
  
    Buy it!
  
","









  
  
    
  I have a dog and a cat and this has saved me so much time. Love it! Very easy to use and clean. I enjoy using it!

  
","5.0 out of 5 stars","1","February 21, 2022",NA,"138"
"







  
  
    Can’t live without our tineco
  
","









  
  
    
  We absolutely love our tineco. With a family of seven plus a dog I don’t think think I could run our household without it. We originally bought a bissell crosswave but after the first use it began to lead water all over our floor so back it went. We decided to try tineco and I’m so glad we did! I use it every day. It’s quick and easy to clean and does a better job cleaning than the bissell. Hands down. 10/10 would recommend.

  
","5.0 out of 5 stars","1","April 16, 2021",NA,"138"
"







  
  
    Awesome. Best ever
  
","









  
  
    
  I have bought every floor cleaner on the market. All given to goodwill except my Dyson stick. This is incredibly awesome. I can’t believe the dirt it picks up. I would give this ten stars if I could

  
","5.0 out of 5 stars","1","March 7, 2021",NA,"138"
"







  
  
    Works great but stops charging soon after purchase
  
","









  
  
    
  This floor cleaner worked beautifully untilIt just stopped charging. I purchased in July of 2020 5 months of use and it just stopped.I have sent customer service both an email and a troubleshoot request. Their phone line was not accepting calls.

  
","1.0 out of 5 stars","1","December 6, 2020",NA,"138"
"







  
  
    Works great for everyday cleaning!
  
","









  
  
    
  I really like this machine! It cuts out a step by vacuuming and cleaning the floor at the same time. The only thing is that it never gets to a full charge, no matter how long it’s on the charger. Because the run time is only 25 minutes on a full charge, it doesn’t last long when it’s already down a bar. Other than that, I love it!

  
","4.0 out of 5 stars","1","November 3, 2021",NA,"138"
"







  
  
    Amazing vacuum
  
","









  
  
    
  I Love this. Vacuums and cleans at the same time. Easy to use.  It’s basically self propelled no effort at all.  I wish I had it sooner. My daughter recommended it so glad she did.

  
","5.0 out of 5 stars","1","May 11, 2021",NA,"138"
"







  
  
    Great product
  
","









  
  
    
  I could not be more happy with this purchase. It does a wonderful job cleaning up my floors. And so easy to clean up after use.

  
","4.0 out of 5 stars","1","August 12, 2020",NA,"241"
"







  
  
    Love it
  
","









  
  
    
  Great on my hardwood floors. Cleans the floors great and doesn’t leave it soaked. There is a small amount of moisture left behind but not even enough to get your socks wet, if that makes sense? Love it!

  
","5.0 out of 5 stars","1","April 1, 2021",NA,"241"
"







  
  
    All in one cleaner
  
","









  
  
    
  I have a dog that sheds a lot, and kids in and out of the house. This cleaner is a one in all cleaner. Don’t even have to take the vacuum cleaner out. I love it. Thank you TikTok for showing me this item!!!

  
","5.0 out of 5 stars","1","July 14, 2021",NA,"241"
"







  
  
    Love this thing!!!!!
  
","









  
  
    
  This is the best vacuum ever!! It’s suction is amazing, it’s sanitizing is amazing! And it cleans itself too!

  
","5.0 out of 5 stars","1","September 11, 2021",NA,"241"
"







  
  
    Great product!
  
","









  
  
    
  Works great on polished concrete floors.  Also wonderful for laminate flooring. Makes cleaning up after kids & pets much easier.

  
","5.0 out of 5 stars","1","October 8, 2021",NA,"241"
"







  
  
    Ummmmm....awesome. Buy it
  
","









  
  
    
  Time saving awesomeness

  
","5.0 out of 5 stars","1","March 28, 2021",NA,"241"
"







  
  
    Best for messes
  
","









  
  
    
  I love this vacuum it makes cleaning up after three kids so much faster and easier.

  
","5.0 out of 5 stars","1","February 8, 2021",NA,"241"
"







  
  
    Looked light weight and toy like.
  
","









  
  
    
  It looked light weight , toy like . Water and cleaner tanks very small. Decided to return .

  
","2.0 out of 5 stars","1","April 27, 2020","2","241"
"







  
  
    Lasted 8 months
  
","









  
  
    
  My Tineco died after 8 months.  I loved it while it worked.  Customer service has been helpful and I'm shipping back for warranty repair.  I will update the review on my experience.

  
","3.0 out of 5 stars","1","June 22, 2021",NA,"241"
"







  
  
    Easy to use
  
","









  
  
    
  I hate housework but this little machine is so easy to use and powerful that it makes cleaning floors bearable.

  
","5.0 out of 5 stars","1","December 27, 2020",NA,"241"
"







  
  
    OMFG!
  
","









  
  
    
  I don't know how I've managed all these years without this amazing technology. I use it everyday and the floors look fantastic. Thank you for creating this amazing tool to keep our home clean.

  
","5.0 out of 5 stars","1","December 30, 2021",NA,"202"
"







  
  
    I am Tineco Lover!!
  
","









  
  
    
  Love, love, love! I will never use anything else, even if I had to buy a new one each year. I have cut my clean time by 1/3, increased cleanliness of floor, and even have my husband cleaning floors because it’s so easy! Only  thing I love using it, I want to clean the floors.

  
","5.0 out of 5 stars","1","April 3, 2021",NA,"202"
"







  
  
    Great product
  
","









  
  
    
  Lightweight, easy to use and works great!  I was super impressed with this purchase!

  
","5.0 out of 5 stars","1","May 4, 2020","2","202"
"







  
  
    love it!!
  
","









  
  
    
  I like it works great....with water tank was bigger.  I have several pets and it works for quick clean ups

  
","5.0 out of 5 stars","1","August 22, 2021",NA,"202"
"







  
  
    Amazing gadget
  
","









  
  
    
  I am truly amazed by this product. It mops and vacuums well and is very easy to use and clean up. The engineering that went into this unit has been well thought out. This has my vote for best home gadget ever. This is a game changer! I loved it so much I bought my daughter one for her house too and she loves it.

  
","5.0 out of 5 stars","1","January 11, 2021",NA,"202"
"







  
  
    Awesome mop!
  
","









  
  
    
  This mop/vacuum is awesome! I have two big dogs who slobber and drop water on the floor. And a muddy backyard. This gets the job done. I hope to never use a regular mop again after this.

  
","5.0 out of 5 stars","1","March 28, 2021",NA,"202"
"







  
  
    Worth the price
  
","









  
  
    
  Absolutely amazing and cleans so we'll. Worth the money

  
","5.0 out of 5 stars","1","March 29, 2021",NA,"202"
"







  
  
    Nice vacuum
  
","









  
  
    
  Nice vacuum!

  
","4.0 out of 5 stars","1","November 11, 2021",NA,"202"
"







  
  
    LOVE LOVE LOVE
  
","









  
  
    
  We use our Tineco every night. It works so great and is so handy when you have pets and kids!

  
","5.0 out of 5 stars","1","September 13, 2021",NA,"202"
"







  
  
    Best home appliance ever purchased!
  
","









  
  
    
  One of the best home appliances I’ve ever owned. Love the ability to sweep and mop at the same time. It cleans so well and is easy to use!

  
","5.0 out of 5 stars","1","July 20, 2021",NA,"202"
"







  
  
    Helps with mommy stresses
  
","









  
  
    
  Love this product! It makes life with toddlers so much easier.  My son puked all over the floor, and what used to take forever and use up tons of paper towels and leave me gagging from regurgitated bananas/hot dogs, turned into a simple 30 second vacuum job!! Spilled juice, markers, and sticky messes are no match for the Tineco! Everyone needs one.

  
","5.0 out of 5 stars","1","November 28, 2020",NA,"187"
"







  
  
    Magnificent
  
","









  
  
    
  This cleaner saves my back and knees. It cleans well with minimal effort on my part. Our floors finally look clean!

  
","5.0 out of 5 stars","1","November 28, 2020",NA,"187"
"







  
  
    Best Floor cleaner I own!
  
","









  
  
    
  My floors shine like new with only water...I can't wait to use the Tineco cleaner solution  and see it then

  
","5.0 out of 5 stars","1","February 28, 2022",NA,"187"
"







  
  
    Great if you have pets
  
","









  
  
    
  I live in Florida and my house is constantly a sandbox. This is the only thing that picks or up fine dust and sand!! Best purchase I’ve made on Amazon!! Also like that it doesn’t have bristles so dog hair doesn’t get caught!

  
","5.0 out of 5 stars","1","January 13, 2022",NA,"187"
"







  
  
    Cleans any floor besides carpet
  
","









  
  
    
  Amazing vacuum with self cleaning roller feature. Takes a bit long to charge but lasts a good 25-30 minutes. Overall an excellent choice for hard floor

  
","5.0 out of 5 stars","1","August 27, 2021",NA,"187"
"







  
  
    Love!!
  
","









  
  
    
  Best purchase we have ever made!! We can’t live without this thing! Absolutely love it!

  
","5.0 out of 5 stars","1","March 16, 2021","1","187"
"







  
    No cumplio mis expectativas
  
  
","









  
    
  Si eres hispana te ayudara, pero igual tendras que trapear  tus pisos me sirve de ayuda en las areas donde caminamos mas, y si esta muy sucio el piso te pide muy seguido el auto limpieza 😏, despues de usarlo tengo que pasar un swifter  Seco por que deja marcas

  
  
","3.0 out of 5 stars","1","December 14, 2021",NA,"187"
"







  
  
    LOVE IT
  
","









  
  
    
  I love my Tineco. I get a little frustrated with the amount of battery life it has sometimes it needs to be charged again before I can finish. I also wish it can with more than one brush attachment but oh well. Over all would recommend to friends and family.

  
","5.0 out of 5 stars","1","September 2, 2021",NA,"187"
"







  
  
    Love my Tineco
  
","









  
  
    
  Love love this product.. makes my cleaning job so much easier. It’s worth the price !

  
","5.0 out of 5 stars","1","May 31, 2021",NA,"187"
"







  
  
    Super clean floors
  
","









  
  
    
  I love how simple it is to get my floors with have to sweep first. I just wish it could get right up against the wall. There is about an inch that I have to mop up with a swiffer. Also I wish the water tanks were a little bigger so I don’t have to stop to empty or refill. But it cleans amazing and makes my life a lot easier.

  
","4.0 out of 5 stars","1","April 16, 2021",NA,"187"
"







  
  
    Total life saver
  
","


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    

   This is a life saver!! I have a toddler, a dog and dark wood floors. I have zero time and always messy floors. I’m so glad I didn’t wait to order!! And it’s cordless!! Amazing

  
","5.0 out of 5 stars","1","June 27, 2021",NA,"218"
"







  
  
    LOVE-1 minor flaw
  
","









  
  
    
  LOVE this vacuum/mop. 4 stars because the plastic cover over the roller drags on the floor and leaves lines. Other than that, it’s amazing!

  
","4.0 out of 5 stars","1","May 1, 2021","1","218"
"







  
  
    Junk
  
","









  
  
    
  Has stopped working after 10 months.

  
","1.0 out of 5 stars","1","July 16, 2021",NA,"218"
"







  
  
    Great Product
  
","









  
  
    
  Best thing I have found for hardwood floors... vac’s sand cleans beautifully!!

  
","5.0 out of 5 stars","1","July 24, 2020",NA,"218"
